Event	ID (ID of the sampling site)	Sample ID	Longitude (WGS84)	Latitude (WGS84)	Elevation [m a.s.l.] (Of the surface of the samplin...)	Land use (Land-use type of the sampling...)	Year sampl (The year in which the soil sa...)	Depth soil [m] (The depth at which the soil s...)	Clay [%] (Clay (< 0.02 mm) content in s...)	Silt [%] (Silt (0.02 -0.5 mm) content i...)	Sand [%] (Sand (> 0.5 mm) content in so...)	Method (Method for measuring soil par...)	Soil texture quality (Quality level of soil particl...)	Soil texture class (Based on USDA (broad categori...)	Soil texture class (Based on USDA (subclasses (cl...)	DBD [g/cm**3] (Bulk density of soil, Oven dr...)	Method (Method for measuring soil bul...)	Ks [cm/min] (Soil saturated water conducti...)	Method (Method for measuring soil sat...)	Method (Method for measuring soil wat...)	vol SWC [m**3/m**3] ([meaured_θs] Measured saturat...)	fit SWC sat [m**3/m**3] ([fit_θs] Fitted saturated soi...)	fit SWC res [m**3/m**3] ([fit_θr] Fitted residual soil...)	fit α [m**-1] ([fit_α] Fitted shape paramete...)	fit n ([fit_n] Fitted shape paramete...)	fit m ([fit_m] Fitted shape paramete...)	fit Field capa [m**3/m**3] ([fit_FC] Field capacity, Calc...)	fit PWP [m**3/m**3] ([fit_PWP] Permanent wilting p...)	R**2 ([fit_r²] Coefficient of deter...)	SWC e [%] ([θs_RE] Absolute relative err...)	Quantile range ([θs_RE _range] Quantile range...)
Yellow_River_Basin_4	4	4_15	102.29638900	36.07416700	2780	Grassland	2018	3.00	7.790	78.170	14.040	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.286492769	Oven-drying method	0.040130862	Constant head method	Centrifuge method	0.587559593	0.557700234	0.106086790	0.997344457	1.540821051	0.350995368	0.329156335	0.135862617	0.999997621	5.081928602	Q1-Q3
Yellow_River_Basin_4	4	4_16	102.29638900	36.07416700	2780	Grassland	2018	3.20	8.510	74.060	17.430	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.282540053	Oven-drying method	0.045598324	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_17	102.29638900	36.07416700	2780	Grassland	2018	3.40	9.280	76.140	14.590	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.295095739	Oven-drying method	0.066733692	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_18	102.29638900	36.07416700	2780	Grassland	2018	3.60	10.510	74.650	14.850	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.316719420	Oven-drying method	0.027631723	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_19	102.29638900	36.07416700	2780	Grassland	2018	3.80	10.600	78.080	11.320	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.349503710	Oven-drying method	0.026367605	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_20	102.29638900	36.07416700	2780	Grassland	2018	4.00	8.580	77.380	14.040	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.316486907	Oven-drying method	0.056341911	Constant head method	Centrifuge method	0.566633450	0.556230997	0.120199804	0.942764686	1.655781519	0.396055585	0.313838287	0.136935997	0.999998375	1.835834546	Q1-Q3
Yellow_River_Basin_4	4	4_21	102.29638900	36.07416700	2780	Grassland	2018	4.20	10.100	75.070	14.830	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.195812816	Oven-drying method	0.027307191	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_22	102.29638900	36.07416700	2780	Grassland	2018	4.40	10.690	79.340	9.980	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.203950760	Oven-drying method	0.025858019	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_23	102.29638900	36.07416700	2780	Grassland	2018	4.60	7.940	78.280	13.780	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.214181319	Oven-drying method	0.045907639	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_24	102.29638900	36.07416700	2780	Grassland	2018	4.80	7.950	79.090	12.950	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.299745993	Oven-drying method	0.040839564	Constant head method	Centrifuge method											
Yellow_River_Basin_4	4	4_25	102.29638900	36.07416700	2780	Grassland	2018	5.00	7.280	72.040	20.680	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.281377489	Oven-drying method	0.636238194	Constant head method	Centrifuge method	0.538499413	0.526411377	0.109702986	0.993017470	1.565984624	0.361424126	0.309773547	0.133972502	0.999997945	2.244763140	Q1-Q3
Yellow_River_Basin_5	5	5_0	102.92166700	35.51222200	2320	Farmland	2018	0.05	8.080	53.200	38.720	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.579691283	Oven-drying method	0.015185391	Constant head method	Centrifuge method	0.400619382	0.403197738	0.000000000	0.959696618	1.153593043	0.133143177	0.326601736	0.187302934	0.999996406	0.643592555	Min-Q1
Yellow_River_Basin_5	5	5_1	102.92166700	35.51222200	2320	Farmland	2018	0.20	8.230	48.510	43.270	Laser particle analyzer method	Level A	Loamy soils	Loam	1.654095347	Oven-drying method	0.016108407	Constant head method	Centrifuge method	0.391551387	0.388353575	0.000000000	0.473178974	1.150617271	0.130901278	0.340875696	0.203577319	0.999992139	0.816702840	Min-Q1
Yellow_River_Basin_5	5	5_2	102.92166700	35.51222200	2320	Farmland	2018	0.40	7.520	62.930	29.570	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.694320044	Oven-drying method	0.013758847	Constant head method	Centrifuge method	0.402479484	0.401369991	0.000000000	0.339360964	1.221682104	0.181456455	0.348554835	0.166985423	0.999998744	0.275664282	Min-Q1
Yellow_River_Basin_5	5	5_3	102.92166700	35.51222200	2320	Farmland	2018	0.60	8.770	65.300	25.930	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.696877684	Oven-drying method	0.015282737	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_4	102.92166700	35.51222200	2320	Farmland	2018	0.80	7.450	61.210	31.340	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.712223522	Oven-drying method	0.030395438	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_5	102.92166700	35.51222200	2320	Farmland	2018	1.00	9.810	65.160	25.030	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.654327860	Oven-drying method	0.052619244	Constant head method	Centrifuge method	0.422708088	0.423245210	0.000000000	0.450702410	1.233977606	0.189612522	0.351286489	0.157033042	0.999999337	0.127066696	Min-Q1
Yellow_River_Basin_5	5	5_6	102.92166700	35.51222200	2320	Farmland	2018	1.20	10.290	66.610	23.100	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.609917934	Oven-drying method	0.007973769	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_7	102.92166700	35.51222200	2320	Farmland	2018	1.40	8.920	67.730	23.360	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.604105117	Oven-drying method	0.059830489	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_8	102.92166700	35.51222200	2320	Farmland	2018	1.60	8.650	66.940	24.420	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.508309884	Oven-drying method	0.015893472	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_9	102.92166700	35.51222200	2320	Farmland	2018	1.80	11.340	68.530	20.120	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.573413440	Oven-drying method	0.009208651	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_10	102.92166700	35.51222200	2320	Farmland	2018	2.00	8.220	66.070	25.720	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.612475574	Oven-drying method	0.189682951	Constant head method	Centrifuge method	0.455724892	0.454103650	0.000000000	0.483331796	1.242400483	0.195106559	0.370688217	0.159863832	0.999998449	0.355750074	Min-Q1
Yellow_River_Basin_5	5	5_11	102.92166700	35.51222200	2320	Farmland	2018	2.20	8.860	68.080	23.070	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.608987883	Oven-drying method	0.049622873	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_12	102.92166700	35.51222200	2320	Farmland	2018	2.40	7.210	61.450	31.340	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.582016410	Oven-drying method	0.003695151	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_13	102.92166700	35.51222200	2320	Farmland	2018	2.60	8.280	69.840	21.890	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.589224304	Oven-drying method	0.009180456	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_14	102.92166700	35.51222200	2320	Farmland	2018	2.80	10.590	70.660	18.740	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.683624460	Oven-drying method	0.005435130	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_15	102.92166700	35.51222200	2320	Farmland	2018	3.00	8.950	71.310	19.740	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.665953495	Oven-drying method	0.014667468	Constant head method	Centrifuge method	0.427358342	0.429157527	0.016969865	0.365868203	1.262896239	0.208169310	0.363530853	0.159866131	0.999998085	0.421001479	Min-Q1
Yellow_River_Basin_5	5	5_16	102.92166700	35.51222200	2320	Farmland	2018	3.20	8.710	69.260	22.030	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.672696363	Oven-drying method	0.014181287	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_17	102.92166700	35.51222200	2320	Farmland	2018	3.40	10.030	68.430	21.550	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.758726062	Oven-drying method	0.002916091	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_18	102.92166700	35.51222200	2320	Farmland	2018	3.60	10.470	68.520	21.020	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.774536926	Oven-drying method	0.051791064	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_19	102.92166700	35.51222200	2320	Farmland	2018	3.80	9.490	68.060	22.450	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.730592025	Oven-drying method	0.008315748	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_20	102.92166700	35.51222200	2320	Farmland	2018	4.00	10.450	70.350	19.200	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.690599841	Oven-drying method	0.012822794	Constant head method	Centrifuge method	0.437588901	0.432988492	0.000000000	0.321977359	1.234989788	0.190276705	0.375841338	0.173026165	0.999997638	1.051308563	Min-Q1
Yellow_River_Basin_5	5	5_21	102.92166700	35.51222200	2320	Farmland	2018	4.20	9.730	66.640	23.640	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.711060959	Oven-drying method	0.046422698	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_22	102.92166700	35.51222200	2320	Farmland	2018	4.40	7.420	63.740	28.840	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.707340755	Oven-drying method	0.017490122	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_23	102.92166700	35.51222200	2320	Farmland	2018	4.60	9.110	64.620	26.280	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.694320044	Oven-drying method	0.086115815	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_24	102.92166700	35.51222200	2320	Farmland	2018	4.80	10.020	68.120	21.840	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.740357559	Oven-drying method	0.005400630	Constant head method	Centrifuge method											
Yellow_River_Basin_5	5	5_25	102.92166700	35.51222200	2320	Farmland	2018	5.00	10.380	67.500	22.140	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.725011721	Oven-drying method	1.013658154	Constant head method	Centrifuge method	0.401316920	0.403276512	0.002022243	0.149765945	1.271058470	0.213254132	0.374446694	0.173051533	0.999998114	0.488290294	Min-Q1
Yellow_River_Basin_6	6	6_0	104.06083300	37.19444400	1630	Farmland	2018	0.05	18.380	55.150	26.480	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.628518950	Oven-drying method	0.036162655	Constant head method	Centrifuge method	0.397596717	0.398425520	0.000000000	0.380818052	1.156999275	0.135695223	0.355171936	0.210216191	0.999993926	0.208453120	Min-Q1
Yellow_River_Basin_6	6	6_1	104.06083300	37.19444400	1630	Farmland	2018	0.20	12.620	59.090	28.300	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.650142631	Oven-drying method	0.007393709	Constant head method	Centrifuge method	0.383413442	0.383393513	0.000000000	0.258979137	1.161159576	0.138791928	0.351953948	0.211496458	0.999993489	0.005197727	Min-Q1
Yellow_River_Basin_6	6	6_2	104.06083300	37.19444400	1630	Farmland	2018	0.40	25.180	71.910	2.920	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.464597497	Oven-drying method	0.114631691	Constant head method	Centrifuge method	0.469443141	0.464909709	0.000000000	0.453102382	1.234478171	0.189941124	0.385432336	0.171913339	0.999999200	0.965704124	Min-Q1
Yellow_River_Basin_6	6	6_3	104.06083300	37.19444400	1630	Farmland	2018	0.60	21.280	70.480	8.240	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.470642827	Oven-drying method	0.110441713	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_4	104.06083300	37.19444400	1630	Farmland	2018	0.80	17.120	73.900	8.990	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.495056660	Oven-drying method	0.028495723	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_5	104.06083300	37.19444400	1630	Farmland	2018	1.00	36.140	62.260	1.600	Laser particle analyzer method	Level A	Loamy soils	Silty Clay Loam	1.283702616	Oven-drying method	0.005146948	Constant head method	Centrifuge method	0.504320046	0.501059611	0.069768838	0.360793921	1.365030034	0.267415387	0.414814624	0.169415845	0.999998805	0.646501165	Min-Q1
Yellow_River_Basin_6	6	6_6	104.06083300	37.19444400	1630	Farmland	2018	1.20	32.730	64.950	2.330	Laser particle analyzer method	Level A	Loamy soils	Silty Clay Loam	1.413909728	Oven-drying method	0.008670520	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_7	104.06083300	37.19444400	1630	Farmland	2018	1.40	29.220	63.180	7.590	Laser particle analyzer method	Level A	Loamy soils	Silty Clay Loam	1.332065258	Oven-drying method	0.054183140	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_8	104.06083300	37.19444400	1630	Farmland	2018	1.60	18.730	72.020	9.240	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.253475965	Oven-drying method	0.007954382	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_9	104.06083300	37.19444400	1630	Farmland	2018	1.80	20.340	67.160	12.480	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.424372800	Oven-drying method	0.010492881	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_10	104.06083300	37.19444400	1630	Farmland	2018	2.00	16.140	74.440	9.430	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.362059396	Oven-drying method	0.224750260	Constant head method	Centrifuge method	0.533849159	0.525520712	0.129858857	0.257493059	1.867152098	0.464424992	0.433739395	0.146216228	0.999998104	1.560074869	Q1-Q3
Yellow_River_Basin_6	6	6_11	104.06083300	37.19444400	1630	Farmland	2018	2.20	14.330	77.670	8.000	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.430185617	Oven-drying method	0.020796969	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_12	104.06083300	37.19444400	1630	Farmland	2018	2.40	16.970	70.850	12.190	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.415769830	Oven-drying method	0.002176692	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_13	104.06083300	37.19444400	1630	Farmland	2018	2.60	16.530	71.340	12.130	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.392286047	Oven-drying method	0.008573308	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_14	104.06083300	37.19444400	1630	Farmland	2018	2.80	25.240	70.240	4.510	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.286725281	Oven-drying method	0.003641225	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_15	104.06083300	37.19444400	1630	Farmland	2018	3.00	21.480	75.020	3.510	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.242082843	Oven-drying method	0.028712539	Constant head method	Centrifuge method	0.552682688	0.552389435	0.021922698	0.464947176	1.287699606	0.223421367	0.444067858	0.177321154	0.999998932	0.053059798	Min-Q1
Yellow_River_Basin_6	6	6_16	104.06083300	37.19444400	1630	Farmland	2018	3.20	19.170	68.440	12.400	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.289747946	Oven-drying method	0.010992824	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_17	104.06083300	37.19444400	1630	Farmland	2018	3.40	11.570	64.610	23.830	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.620613518	Oven-drying method	0.030250137	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_18	104.06083300	37.19444400	1630	Farmland	2018	3.60	7.010	37.060	55.930	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.514122702	Oven-drying method	0.023480449	Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_19	104.06083300	37.19444400	1630	Farmland	2018	3.80	13.170	54.930	31.900	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_6	6	6_20	104.06083300	37.19444400	1630	Farmland	2018	4.00	6.500	50.410	43.100	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.331367720	Oven-drying method	0.058377817	Constant head method	Centrifuge method	0.434566236	0.440480298	0.114390400	1.611774029	1.714783933	0.416836150	0.209618988	0.120753217	0.999999296	1.360911491	Q1-Q3
